route_code,cost,start_location,end_location,estimated_travel_time,distance,avg_traffic_density,avg_fuel_consumption,historical_delays,weather_risk_factor,time_of_day_efficiency,day_of_week_efficiency,seasonal_factors,complexity_score,historical_incidents,id
R108,200.79064612459666,Kibuye,Huye,9,280.4689057870388,0.41995119579060036,26.826343642873297,27.47111149907447,0.45644534990938335,"{""0"": 0.8748089629005102, ""1"": 0.881095195066451, ""2"": 0.7758908081676792, ""3"": 0.7102997771763773, ""4"": 0.7840532459554218, ""5"": 0.8979345158138579, ""6"": 0.8722745942156716, ""7"": 0.9988470491392871, ""8"": 0.8943261506809678, ""9"": 0.8744186523558729, ""10"": 0.7467824491834749, ""11"": 0.758409914409993, ""12"": 0.8592602566477738, ""13"": 0.9092473863606996, ""14"": 0.8090382417115806, ""15"": 0.9936065831167578, ""16"": 0.8684574229390121, ""17"": 0.8391334715302013, ""18"": 0.7015484915918858, ""19"": 0.7473152708053608, ""20"": 0.7307647630728155, ""21"": 0.8122575390743546, ""22"": 0.851633688708333, ""23"": 0.8915307307663246}","{""0"": 0.8157864946775701, ""1"": 0.9408164582328599, ""2"": 0.9072362838440386, ""3"": 0.869441778968807, ""4"": 0.9622458221922814, ""5"": 0.9121083624620203, ""6"": 0.8170386788123858}","{""winter"": 0.7907307866698025, ""spring"": 0.9943528545602047, ""summer"": 0.9432471103813886, ""fall"": 0.8987074041285367}",3.577608399517874,7,108
R109,262.6436705270112,Kayonza,Nyundo,5,224.6272445620696,0.47340880748719505,10.065595302608223,42.96053741462811,0.3306697771512904,"{""0"": 0.7297234252868209, ""1"": 0.9587310502498334, ""2"": 0.7818962961314644, ""3"": 0.9312043766741394, ""4"": 0.8541852465017021, ""5"": 0.9181706813592074, ""6"": 0.7862985651268937, ""7"": 0.8370539844790443, ""8"": 0.8091607287094623, ""9"": 0.9910446018956196, ""10"": 0.7923166072551658, ""11"": 0.8380242044500829, ""12"": 0.8334926675438704, ""13"": 0.9147752543860428, ""14"": 0.8975208530229418, ""15"": 0.9419273224247707, ""16"": 0.7862372936831882, ""17"": 0.7636049145162213, ""18"": 0.8160564221105152, ""19"": 0.8810682117844587, ""20"": 0.9528054197736617, ""21"": 0.7139247427969545, ""22"": 0.9501775044888228, ""23"": 0.9794553198651417}","{""0"": 0.9635395332786652, ""1"": 0.9745442802993686, ""2"": 0.9137381006212804, ""3"": 0.9198626889553255, ""4"": 0.8887513158166475, ""5"": 0.8129653547373699, ""6"": 0.8171948449770701}","{""winter"": 0.8684590957818775, ""spring"": 0.8654353912953294, ""summer"": 0.9287851558153338, ""fall"": 0.9397912536561989}",9.357701082599307,19,109
R110,150.41870780148173,Karongi,Kirehe,1,143.74625624698803,0.7192236744113915,25.458777817587976,49.9154131671886,0.3181566380987014,"{""0"": 0.9231696649161101, ""1"": 0.9984595676806312, ""2"": 0.8038317747420245, ""3"": 0.8495562136354937, ""4"": 0.890316266495876, ""5"": 0.9024920802025592, ""6"": 0.8051383433082575, ""7"": 0.9264224748051041, ""8"": 0.9249480656765492, ""9"": 0.8748892485788214, ""10"": 0.8488531474498718, ""11"": 0.7815988348388246, ""12"": 0.988640957879939, ""13"": 0.8513725270698054, ""14"": 0.8748988124578383, ""15"": 0.7573019115080212, ""16"": 0.7962470740145131, ""17"": 0.9114477131696702, ""18"": 0.8561416361024532, ""19"": 0.8202071327597662, ""20"": 0.7658125465429712, ""21"": 0.8089611157129881, ""22"": 0.8810506258130388, ""23"": 0.9723799014031318}","{""0"": 0.9637211387755471, ""1"": 0.9091711244151992, ""2"": 0.9300876173504793, ""3"": 0.8294194952973708, ""4"": 0.9363147486183919, ""5"": 0.9238928421814557, ""6"": 0.8309927528023902}","{""winter"": 0.7083700496486576, ""spring"": 0.8453115025311175, ""summer"": 0.9742596721648784, ""fall"": 0.8350000107671948}",1.3684337107409772,3,110
R111,351.826432533906,Kigali,Butare,1,148.8671689032372,0.25044567929690253,10.033473911969182,39.19880456685198,0.4691649909528792,"{""0"": 0.7551714894067032, ""1"": 0.7109277890517941, ""2"": 0.9347748336240035, ""3"": 0.8490406201898524, ""4"": 0.8521854367232514, ""5"": 0.7678007687452344, ""6"": 0.7344792762376666, ""7"": 0.7195517345872007, ""8"": 0.9170162901200576, ""9"": 0.7024401017716586, ""10"": 0.836388952482801, ""11"": 0.7816187268713558, ""12"": 0.9744651528712945, ""13"": 0.7156664201248942, ""14"": 0.9770860621311475, ""15"": 0.7983110568704789, ""16"": 0.9659699591116455, ""17"": 0.8841659508962608, ""18"": 0.9647143872773366, ""19"": 0.720678966480216, ""20"": 0.711816360748399, ""21"": 0.759580602416375, ""22"": 0.9194833683592595, ""23"": 0.8907333887225889}","{""0"": 0.8162627657280204, ""1"": 0.9868930302588526, ""2"": 0.9175144572876336, ""3"": 0.9928850276173735, ""4"": 0.8972690409760599, ""5"": 0.8870063293577534, ""6"": 0.9451028394585911}","{""winter"": 0.7813957660973092, ""spring"": 0.9152623682719276, ""summer"": 0.9681302123300624, ""fall"": 0.8046309009819943}",5.1464906848441565,19,111
R112,243.22752479414098,Butare,Huye,1,148.10426254035116,0.8712972248493276,13.534012986943946,36.115153613358544,0.6983287001503728,"{""0"": 0.7607442014444417, ""1"": 0.8897688651409628, ""2"": 0.8255474382288973, ""3"": 0.9766673271217341, ""4"": 0.8893703735417251, ""5"": 0.9254928639265363, ""6"": 0.7894649142996544, ""7"": 0.7318248862929403, ""8"": 0.7107907038567481, ""9"": 0.7198030483376642, ""10"": 0.7699231672132856, ""11"": 0.8863752300262261, ""12"": 0.9009734272750315, ""13"": 0.7718148257636405, ""14"": 0.7424017094141364, ""15"": 0.796621682143292, ""16"": 0.7208942784152669, ""17"": 0.891144548401302, ""18"": 0.936114488566668, ""19"": 0.8482097749664568, ""20"": 0.8740139812002807, ""21"": 0.9396213406555718, ""22"": 0.9609984623161445, ""23"": 0.9871103991135763}","{""0"": 0.8655591388755883, ""1"": 0.9464248080999379, ""2"": 0.994864451308697, ""3"": 0.8093924552122327, ""4"": 0.8632350484912292, ""5"": 0.8574905079176502, ""6"": 0.8756650761150062}","{""winter"": 0.8495166582401433, ""spring"": 0.8636335831836248, ""summer"": 0.9253382901350273, ""fall"": 0.8589588897300783}",3.1980200207904335,7,112
R113,472.8964739958368,Butare,Gisenyi,5,487.5479426030595,0.49225718156983844,14.559989832051299,5.675416684420396,0.5113049090384324,"{""0"": 0.9013206644376809, ""1"": 0.7233786177256968, ""2"": 0.9403344830053244, ""3"": 0.7020977903329958, ""4"": 0.9546392535148194, ""5"": 0.8724924160241755, ""6"": 0.9213635606885977, ""7"": 0.9898794410902482, ""8"": 0.8846281008473783, ""9"": 0.8779903536379584, ""10"": 0.9830190482869108, ""11"": 0.8356353519963374, ""12"": 0.9351572564536497, ""13"": 0.9815643452023839, ""14"": 0.8537925304001688, ""15"": 0.7635009460331716, ""16"": 0.8648593722413327, ""17"": 0.8460483758407634, ""18"": 0.8852273096507975, ""19"": 0.8354831108558107, ""20"": 0.9443780173770147, ""21"": 0.9697225341638123, ""22"": 0.831927091018749, ""23"": 0.8630203239738297}","{""0"": 0.852211993891201, ""1"": 0.9002100853637874, ""2"": 0.821789796394285, ""3"": 0.8535732602002113, ""4"": 0.8539463055136381, ""5"": 0.9685158954002953, ""6"": 0.8138641655165103}","{""winter"": 0.8818865961568589, ""spring"": 0.9459425636688814, ""summer"": 0.9513998571971922, ""fall"": 0.9385467654245236}",3.7655814286556133,1,113
R114,485.7300216835089,Nyanza,Kirehe,4,483.04103206959456,0.7303754175831254,14.109856088354766,7.319093240659999,0.19815186161443077,"{""0"": 0.8960991093908934, ""1"": 0.9605455050289454, ""2"": 0.894930525318756, ""3"": 0.9439221575702506, ""4"": 0.9864728774116315, ""5"": 0.7541239149471362, ""6"": 0.8098157248835919, ""7"": 0.8194856063840896, ""8"": 0.9686770437922466, ""9"": 0.8273094724932885, ""10"": 0.9626850955796977, ""11"": 0.8341425501987869, ""12"": 0.8453883427613551, ""13"": 0.8391583214815894, ""14"": 0.8643099070016478, ""15"": 0.9778390887970773, ""16"": 0.7429801411429715, ""17"": 0.9375961811893081, ""18"": 0.9430070997070557, ""19"": 0.7379399983358119, ""20"": 0.9805869220338512, ""21"": 0.984455768344474, ""22"": 0.8331041349221274, ""23"": 0.9262003115645518}","{""0"": 0.8561480226676346, ""1"": 0.9987401398811385, ""2"": 0.9616147797485645, ""3"": 0.9953872065067073, ""4"": 0.9251459867329082, ""5"": 0.8571484638257669, ""6"": 0.8492960076709423}","{""winter"": 0.8210842343870123, ""spring"": 0.9471763518663828, ""summer"": 0.9590422081500495, ""fall"": 0.8833194623022852}",7.415624570888863,16,114
R115,216.57774044226306,Kibuye,Rwamagana,9,322.0242605100715,0.6093511587087118,16.242003154637864,57.954541323565586,0.3763408612724969,"{""0"": 0.7273897754447662, ""1"": 0.7052253553802862, ""2"": 0.9013047633177496, ""3"": 0.9156391741131319, ""4"": 0.9029588694931471, ""5"": 0.9510293602420774, ""6"": 0.7582032764392654, ""7"": 0.7205555240548063, ""8"": 0.7406718747587557, ""9"": 0.9220704859554623, ""10"": 0.977887077805167, ""11"": 0.858099900112417, ""12"": 0.7967586729808871, ""13"": 0.885958952131697, ""14"": 0.8370777139796364, ""15"": 0.8779717145116008, ""16"": 0.9554208561667208, ""17"": 0.7852353123881799, ""18"": 0.9148649458843255, ""19"": 0.9421350370454609, ""20"": 0.8942315575011341, ""21"": 0.8096333022513658, ""22"": 0.8476251570867497, ""23"": 0.8180124546343827}","{""0"": 0.858326898979035, ""1"": 0.8898131643218581, ""2"": 0.8216620513511098, ""3"": 0.9046631744034912, ""4"": 0.8043985634425568, ""5"": 0.8717923484033709, ""6"": 0.836814296865669}","{""winter"": 0.7339790555135199, ""spring"": 0.9479958473106185, ""summer"": 0.9558468531273777, ""fall"": 0.9252599709377485}",1.3779414581612826,9,115
R116,130.6825553946221,Musanze,Kibuye,1,284.08325253005376,0.625789969387321,20.709829249143382,31.165022374469835,0.6495732127777141,"{""0"": 0.7689758547746652, ""1"": 0.7124549450064539, ""2"": 0.8361307549247844, ""3"": 0.8991974468224848, ""4"": 0.9888790344765677, ""5"": 0.9007568572282008, ""6"": 0.8942895357127425, ""7"": 0.8745363550440322, ""8"": 0.8747481076021782, ""9"": 0.9939911354084063, ""10"": 0.8298528641368216, ""11"": 0.8944331027226328, ""12"": 0.8764405259456067, ""13"": 0.724961293111943, ""14"": 0.8373558645007746, ""15"": 0.9782782887470876, ""16"": 0.8445937487313948, ""17"": 0.8436780874188713, ""18"": 0.7253439034800523, ""19"": 0.8468714788729058, ""20"": 0.795820882108394, ""21"": 0.7149296345490568, ""22"": 0.9320220710446767, ""23"": 0.780133409939089}","{""0"": 0.9541575874645857, ""1"": 0.9278964512316445, ""2"": 0.8835182975884515, ""3"": 0.8264759455203065, ""4"": 0.8334314638694788, ""5"": 0.9024404382068795, ""6"": 0.8992389628899525}","{""winter"": 0.7676642080962645, ""spring"": 0.9867210088121053, ""summer"": 0.9413369932605657, ""fall"": 0.9279666860835538}",1.3183406226010108,18,116
R117,434.9359381890966,Karongi,Karongi,4,184.25630414361473,0.23284967368836818,10.698246860874388,48.23688129070524,0.3261043702998816,"{""0"": 0.765016619131288, ""1"": 0.9307578285413819, ""2"": 0.7260095123346146, ""3"": 0.9938439455084083, ""4"": 0.9751379168090717, ""5"": 0.9364176975989971, ""6"": 0.8391974638733359, ""7"": 0.9916442441856381, ""8"": 0.9891890871316695, ""9"": 0.8098558993219525, ""10"": 0.777483585048946, ""11"": 0.8994598287817022, ""12"": 0.7376120035543758, ""13"": 0.8193972867356409, ""14"": 0.867916888542877, ""15"": 0.9234007691384226, ""16"": 0.7779758222818878, ""17"": 0.8369065114821381, ""18"": 0.8201505795909264, ""19"": 0.919704502794334, ""20"": 0.9323642687491522, ""21"": 0.8587175504202083, ""22"": 0.8040580702736825, ""23"": 0.8777775407761277}","{""0"": 0.9658495369383353, ""1"": 0.9946556378732078, ""2"": 0.924873826625244, ""3"": 0.8883253606590312, ""4"": 0.9552768237291922, ""5"": 0.8388958151870599, ""6"": 0.92657722905557}","{""winter"": 0.7060834821236401, ""spring"": 0.9768444711486609, ""summer"": 0.9208745377866355, ""fall"": 0.8169927867297936}",7.307142887304938,9,117
R118,344.88529595364366,Rubavu,Kirehe,2,63.65222241444797,0.6903881004689326,14.347750882738989,56.647099608888624,0.1579349749512231,"{""0"": 0.9718329371020569, ""1"": 0.8580298992686013, ""2"": 0.7511195139630472, ""3"": 0.8853055194505549, ""4"": 0.7551118806432827, ""5"": 0.8872335586774039, ""6"": 0.7503890475393747, ""7"": 0.8807514726633848, ""8"": 0.8639734427514412, ""9"": 0.846378976489419, ""10"": 0.939739619081781, ""11"": 0.9852004767964507, ""12"": 0.9834018952343071, ""13"": 0.8927341493270659, ""14"": 0.8939465968237358, ""15"": 0.8259814234369164, ""16"": 0.7605675340712841, ""17"": 0.7407340278436231, ""18"": 0.9186106592524009, ""19"": 0.9144692269159217, ""20"": 0.8716379035099944, ""21"": 0.9277147039485683, ""22"": 0.719371588396223, ""23"": 0.7539839736813306}","{""0"": 0.9040084697274783, ""1"": 0.9642137002009386, ""2"": 0.9087286001000396, ""3"": 0.8991846524760116, ""4"": 0.9159302060639036, ""5"": 0.9347640357793342, ""6"": 0.853811600156151}","{""winter"": 0.740906507816862, ""spring"": 0.9889626212305402, ""summer"": 0.9881148432888034, ""fall"": 0.821738832618653}",3.1822632992656157,14,118
R119,389.3539260923456,Nyundo,Kirehe,5,103.74750345734755,0.8798018890451953,13.853111517868463,13.728729845597858,0.26085956754847717,"{""0"": 0.8283535746989346, ""1"": 0.8245936431730269, ""2"": 0.9955370934881147, ""3"": 0.7886965875659707, ""4"": 0.7071120529418851, ""5"": 0.8535781117931318, ""6"": 0.9402980758978211, ""7"": 0.9950116529256479, ""8"": 0.9356422376217421, ""9"": 0.930537982611046, ""10"": 0.7854362838444399, ""11"": 0.7616827956017516, ""12"": 0.9579742580306112, ""13"": 0.9710274006085126, ""14"": 0.7726708564169543, ""15"": 0.8142468305900545, ""16"": 0.7146867525555483, ""17"": 0.9782450395642075, ""18"": 0.879464852012515, ""19"": 0.7632837955579673, ""20"": 0.7559335879040561, ""21"": 0.9645023431671148, ""22"": 0.8318903940312397, ""23"": 0.8124959519117357}","{""0"": 0.9576748625553775, ""1"": 0.9543492702919922, ""2"": 0.8659057200149086, ""3"": 0.8425755906901381, ""4"": 0.9120352413230055, ""5"": 0.922277777967635, ""6"": 0.9265028756672863}","{""winter"": 0.8546216926161828, ""spring"": 0.9215931110502893, ""summer"": 0.9426283359358835, ""fall"": 0.9265317760508158}",8.95502282339942,4,119
R120,128.58086721802061,Kayonza,Gisenyi,5,181.86830752335487,0.3279268786769448,10.469314743352607,19.71189856903989,0.5279363469485102,"{""0"": 0.8583880948571245, ""1"": 0.8455213086446746, ""2"": 0.9037788999620219, ""3"": 0.9896973450728518, ""4"": 0.8174849075835551, ""5"": 0.9318763645723518, ""6"": 0.7859551014451847, ""7"": 0.8814183343451291, ""8"": 0.8787932997905414, ""9"": 0.860708056232104, ""10"": 0.9297622930687598, ""11"": 0.9571018692083786, ""12"": 0.7865958340176432, ""13"": 0.9081033811665047, ""14"": 0.859556870535277, ""15"": 0.7832928914716201, ""16"": 0.7261730538106121, ""17"": 0.7608015508014601, ""18"": 0.9553531000399055, ""19"": 0.9566492235216826, ""20"": 0.8520600920038398, ""21"": 0.9301000375001424, ""22"": 0.8802118222201101, ""23"": 0.7017367766960632}","{""0"": 0.9746832820752807, ""1"": 0.9935794020957927, ""2"": 0.87790152309517, ""3"": 0.9662692581506045, ""4"": 0.9698815611152558, ""5"": 0.8712774709036704, ""6"": 0.9429104780796871}","{""winter"": 0.8788091590993065, ""spring"": 0.8837511791800319, ""summer"": 0.964149481372842, ""fall"": 0.8080103081496359}",2.1324906836939803,5,120
R121,475.9667002497547,Musanze,Kirehe,6,445.070329715169,0.2507126528266531,16.189009874401822,36.77168614979753,0.5083839240700021,"{""0"": 0.8821757075927051, ""1"": 0.7170546829295604, ""2"": 0.9065815119747235, ""3"": 0.8596320387044311, ""4"": 0.91967607743407, ""5"": 0.8315526583582684, ""6"": 0.915884402026117, ""7"": 0.7579658800408947, ""8"": 0.8223390689077551, ""9"": 0.8282514984443767, ""10"": 0.8908946229966916, ""11"": 0.9863983432186061, ""12"": 0.8421859499490756, ""13"": 0.8713261782998099, ""14"": 0.8831702525876928, ""15"": 0.9107132601386834, ""16"": 0.9468381062752992, ""17"": 0.884636509102974, ""18"": 0.8408354730037924, ""19"": 0.7890590909454552, ""20"": 0.8430871045422553, ""21"": 0.8809223341043311, ""22"": 0.7802388641347562, ""23"": 0.8417698631963787}","{""0"": 0.9679915548793097, ""1"": 0.9318924850192795, ""2"": 0.9092227635893732, ""3"": 0.8991873884320587, ""4"": 0.8880953703841186, ""5"": 0.8077236121216067, ""6"": 0.9039195816592169}","{""winter"": 0.7672316449847136, ""spring"": 0.9620226091312696, ""summer"": 0.910571207433127, ""fall"": 0.8046609458781933}",9.506595311166018,11,121
R122,180.74941800436648,Rwamagana,Karongi,10,399.41773137125904,0.7985432731328932,21.25266855763803,17.42320464477817,0.39697576601690654,"{""0"": 0.7393019393959828, ""1"": 0.8118609336046498, ""2"": 0.7901515351437157, ""3"": 0.8341426675833294, ""4"": 0.87730449944812, ""5"": 0.7233366896409703, ""6"": 0.7387666819013898, ""7"": 0.9883983225858253, ""8"": 0.7670125272040206, ""9"": 0.8068843638037961, ""10"": 0.8780272487281459, ""11"": 0.8967181686044444, ""12"": 0.9979749410708669, ""13"": 0.8134680459577576, ""14"": 0.7100305142695166, ""15"": 0.8778695656860278, ""16"": 0.7150295929171077, ""17"": 0.9637823899740393, ""18"": 0.943530946506824, ""19"": 0.9622441170646236, ""20"": 0.9422272263467073, ""21"": 0.920376921954983, ""22"": 0.8775509723555188, ""23"": 0.7440423570762924}","{""0"": 0.9799971500957769, ""1"": 0.8196637694543742, ""2"": 0.8009089563108461, ""3"": 0.9993575687491489, ""4"": 0.8288847152314586, ""5"": 0.8343874114503761, ""6"": 0.89662137676835}","{""winter"": 0.820683578872089, ""spring"": 0.886754483605921, ""summer"": 0.9084571559361375, ""fall"": 0.8451040865135225}",3.9774725096113785,19,122
R123,436.9771161996722,Kigali,Kayonza,1,363.88838747425075,0.2988796026122136,20.356129739432497,49.063654482176396,0.4040376099537193,"{""0"": 0.7232507747391477, ""1"": 0.7279569587485892, ""2"": 0.9189627311100301, ""3"": 0.961460523531503, ""4"": 0.731551475865105, ""5"": 0.7147097527874442, ""6"": 0.8287786905202406, ""7"": 0.9835481466075224, ""8"": 0.7179257644865712, ""9"": 0.9466078073832447, ""10"": 0.9287823023024788, ""11"": 0.7833687148824169, ""12"": 0.9242922885119967, ""13"": 0.9829234990761646, ""14"": 0.789877199621216, ""15"": 0.9789288269722833, ""16"": 0.8201829594908179, ""17"": 0.994825965777161, ""18"": 0.9166963309592444, ""19"": 0.9374566119746846, ""20"": 0.9825535764560092, ""21"": 0.80555180532957, ""22"": 0.7729805569849466, ""23"": 0.9202003409087021}","{""0"": 0.9043309441444285, ""1"": 0.9211443929673634, ""2"": 0.8474093697914494, ""3"": 0.8123359565231624, ""4"": 0.8657942136919112, ""5"": 0.9441927078702599, ""6"": 0.8928858825659274}","{""winter"": 0.730115223032168, ""spring"": 0.8864869540710754, ""summer"": 0.95767613305346, ""fall"": 0.913898285736662}",7.85141704085728,6,123
R124,450.4959040288561,Rubavu,Kibuye,10,333.7071201036361,0.592407989747877,12.077783148580883,15.516036241118677,0.631189966637742,"{""0"": 0.7743766229326119, ""1"": 0.7417395786456172, ""2"": 0.9060200320391616, ""3"": 0.9140743341778252, ""4"": 0.9299404944155736, ""5"": 0.9119584229092836, ""6"": 0.7103043071803399, ""7"": 0.9372254830365585, ""8"": 0.8617978198855889, ""9"": 0.9889411243691928, ""10"": 0.7735932328885133, ""11"": 0.771439601423377, ""12"": 0.9739283780133197, ""13"": 0.8020093039038367, ""14"": 0.7444368979226964, ""15"": 0.743149700937089, ""16"": 0.7397270240001869, ""17"": 0.9230019263319511, ""18"": 0.7890523231520323, ""19"": 0.819548904804202, ""20"": 0.9935947781012979, ""21"": 0.8666664052734783, ""22"": 0.8992827752406374, ""23"": 0.837760740827153}","{""0"": 0.858106577188021, ""1"": 0.8777604372630587, ""2"": 0.964196503167436, ""3"": 0.8779442906287307, ""4"": 0.9759037112191566, ""5"": 0.9903298623669851, ""6"": 0.924000679250252}","{""winter"": 0.7078865780074499, ""spring"": 0.8083819392998425, ""summer"": 0.9063028858837704, ""fall"": 0.8859465612654733}",6.02488609745107,18,124
R125,274.98459520168296,Kayonza,Karongi,10,152.7759226039744,0.8008125185820155,19.88375520015395,45.14135463212315,0.5650932287611555,"{""0"": 0.9400284375809154, ""1"": 0.9372551765911967, ""2"": 0.8309254248259148, ""3"": 0.9439612709622495, ""4"": 0.8903484963331673, ""5"": 0.7943263698936924, ""6"": 0.966923812060662, ""7"": 0.7591256531209462, ""8"": 0.9697815726363124, ""9"": 0.8605677661936288, ""10"": 0.7502272590988541, ""11"": 0.8334425888257739, ""12"": 0.7278945254256647, ""13"": 0.9331514237864798, ""14"": 0.7708290561945719, ""15"": 0.8665308755519003, ""16"": 0.7245472115644744, ""17"": 0.8423777077162302, ""18"": 0.9260197376689918, ""19"": 0.843902179534329, ""20"": 0.7324157472259175, ""21"": 0.7377932829909568, ""22"": 0.8644552187117078, ""23"": 0.9297280687180025}","{""0"": 0.8479590999086105, ""1"": 0.985576927206145, ""2"": 0.8264022472348718, ""3"": 0.9665026569485208, ""4"": 0.9335859420162251, ""5"": 0.9889364193676851, ""6"": 0.9513894562766319}","{""winter"": 0.8797217877819612, ""spring"": 0.8837964017394253, ""summer"": 0.9652589611626351, ""fall"": 0.922983385806996}",7.411885492665322,12,125
R126,336.984688368491,Karongi,Kibuye,10,390.89686053829263,0.7266661156860992,10.329860459506017,13.621118903215146,0.24024969989966408,"{""0"": 0.7294199567375742, ""1"": 0.8038614186002547, ""2"": 0.7826355112890481, ""3"": 0.9611345070506608, ""4"": 0.8846721711764769, ""5"": 0.909152604054666, ""6"": 0.9512949596650828, ""7"": 0.8640274509840143, ""8"": 0.963837934852835, ""9"": 0.8182920013181197, ""10"": 0.8745438123182262, ""11"": 0.9896179662696556, ""12"": 0.8445913804371987, ""13"": 0.8312974318726486, ""14"": 0.8773344589635617, ""15"": 0.7573401840932119, ""16"": 0.821604903337841, ""17"": 0.829610384630765, ""18"": 0.7750364906300683, ""19"": 0.9068190684419473, ""20"": 0.9617787773950343, ""21"": 0.7948659845960275, ""22"": 0.9039561586628889, ""23"": 0.8599117088894499}","{""0"": 0.9701451570125879, ""1"": 0.9916976793150195, ""2"": 0.9236143533933978, ""3"": 0.8643590309980034, ""4"": 0.8651668604251712, ""5"": 0.8609346386712076, ""6"": 0.8823981308720636}","{""winter"": 0.8960327967838819, ""spring"": 0.8452669821805702, ""summer"": 0.9984152450254047, ""fall"": 0.8036309211768939}",7.070634164441779,12,126
R127,250.5965922278531,Kibuye,Gicumbi,9,131.61537500377625,0.5258400035668832,27.833203134940014,4.15447755415104,0.6062726718502156,"{""0"": 0.9256132996813646, ""1"": 0.9172210823969548, ""2"": 0.9814109831079432, ""3"": 0.9258360778806958, ""4"": 0.9321045811939552, ""5"": 0.8389415272150789, ""6"": 0.8034894581475251, ""7"": 0.9074430867157333, ""8"": 0.8584147010821488, ""9"": 0.897488031908082, ""10"": 0.7437103146588034, ""11"": 0.7252680809020611, ""12"": 0.8402348245432482, ""13"": 0.7950164240337224, ""14"": 0.9720686774626155, ""15"": 0.9832262240966163, ""16"": 0.7178670033265611, ""17"": 0.7347563875023159, ""18"": 0.9971497337987265, ""19"": 0.9046025440394968, ""20"": 0.8090926485994012, ""21"": 0.9560143060864793, ""22"": 0.7580774695347418, ""23"": 0.9909318735898618}","{""0"": 0.877116834376912, ""1"": 0.8464090680522365, ""2"": 0.9798976913596313, ""3"": 0.921471581671993, ""4"": 0.9002167161435944, ""5"": 0.9111426080658239, ""6"": 0.8745545625654009}","{""winter"": 0.722681286375273, ""spring"": 0.9571549074477396, ""summer"": 0.9889246202491656, ""fall"": 0.8861253747838066}",2.0301332071141553,2,127
R128,290.838656979086,Kayonza,Kayonza,5,185.10827831326935,0.37157293607123987,28.373791421756263,36.909165117117524,0.1401470411698142,"{""0"": 0.7103287339282163, ""1"": 0.990439357379621, ""2"": 0.9610976559221276, ""3"": 0.7709820661369252, ""4"": 0.7876237097423238, ""5"": 0.992161159470881, ""6"": 0.7833681901606173, ""7"": 0.8282433091186594, ""8"": 0.729574049489039, ""9"": 0.7330773070274692, ""10"": 0.8629008356624448, ""11"": 0.9992113483035026, ""12"": 0.8536967638808292, ""13"": 0.9916053622328505, ""14"": 0.9550220866881728, ""15"": 0.99842975123639, ""16"": 0.9139749858856743, ""17"": 0.7012750390958987, ""18"": 0.9895129420578584, ""19"": 0.9973709488638511, ""20"": 0.8895417914181895, ""21"": 0.8370974264867997, ""22"": 0.8297630665495003, ""23"": 0.7456936569872298}","{""0"": 0.9967538564849431, ""1"": 0.8324194269029118, ""2"": 0.8245301179464128, ""3"": 0.8319397117723266, ""4"": 0.9322703826865131, ""5"": 0.8040166719553894, ""6"": 0.8664123740342662}","{""winter"": 0.8282981161377361, ""spring"": 0.8874695108484959, ""summer"": 0.9252712571898242, ""fall"": 0.931473101172751}",9.397946071918462,3,128
R129,246.64408520387627,Nyundo,Butare,7,337.30095643373954,0.4963205369838034,14.54372725422991,52.417868452890396,0.2078074161203689,"{""0"": 0.8823054413590566, ""1"": 0.9846609839136401, ""2"": 0.9265683335511026, ""3"": 0.9936975419935865, ""4"": 0.715687237861058, ""5"": 0.7445748859353729, ""6"": 0.8569487578602195, ""7"": 0.8484677320909779, ""8"": 0.8405167828248807, ""9"": 0.8410123513280183, ""10"": 0.767450588349435, ""11"": 0.741997964071316, ""12"": 0.971073812502038, ""13"": 0.978893924132715, ""14"": 0.9316437535003956, ""15"": 0.9114026501899756, ""16"": 0.7209386955275714, ""17"": 0.9672639109375318, ""18"": 0.779685589773121, ""19"": 0.8589084280291356, ""20"": 0.869668099565589, ""21"": 0.7868909925560946, ""22"": 0.7898383701170619, ""23"": 0.9445776908887733}","{""0"": 0.8182308512691234, ""1"": 0.9753393831406509, ""2"": 0.9788962333375699, ""3"": 0.8638269590970038, ""4"": 0.8553953967520076, ""5"": 0.8475238891179206, ""6"": 0.9392272620676765}","{""winter"": 0.8785907055521655, ""spring"": 0.969975049031762, ""summer"": 0.9650320740473177, ""fall"": 0.8132716609076146}",3.97392485722454,11,129
