license_plate,model,capacity,category,status,total_trips,total_distance_travelled,manufacture_year,fuel_efficiency,maintenance_score,last_maintenance_date,maintenance_frequency,engine_hours,idle_time_percentage,avg_speed,emissions_data,tire_wear_rate,breakdown_frequency,sensor_data_json,operational_cost_per_mile,driver_id,route_id,id
VEH0145,Toyota Hilux,85,Coaster,maintenance,161,11508.408594842116,2022,9.94006661222324,0.9340279542285552,2025-02-14,124,11968.442685013697,0.09645508977441782,39.05624916169175,"{""co2"": 158.38223664760014, ""nox"": 33.46517990064016}",0.009739867901547069,0.04361020129672904,"{""engine_temp"": 209.88957273788952, ""oil_pressure"": 68.00600747634209, ""battery"": 13.582297338980194}",1.9413553621284079,53.0,492.0,145
VEH0146,YuTong,54,Coaster,active,225,72681.71754918547,2011,7.211565280218432,0.5240183398154825,2024-12-24,148,8418.86840943835,0.14248836822835814,50.592059687534245,"{""co2"": 109.26787472782746, ""nox"": 32.99927354678553}",0.004264817569630717,0.03596493921744373,"{""engine_temp"": 211.86908448855397, ""oil_pressure"": 69.36812783900857, ""battery"": 13.040623151539483}",1.6997352836063067,414.0,323.0,146
VEH0147,Toyota Land Cruiser,60,Coaster,maintenance,77,16499.561879810037,2021,19.993323425886416,0.5497111531866048,2024-12-24,49,13487.545787577073,0.13872237630291412,52.42114500047796,"{""co2"": 229.24237543738508, ""nox"": 28.14883744081705}",0.002935286714760249,0.0029600546317804077,"{""engine_temp"": 208.07563004818587, ""oil_pressure"": 49.84877411371022, ""battery"": 12.37652168446268}",1.9183800151149932,587.0,247.0,147
VEH0148,Toyota Land Cruiser,43,Cab,inactive,81,58606.36319122894,2022,8.553920487893691,0.9684603705516484,2024-11-05,117,8522.08010107845,0.08359068636989182,35.96526266468037,"{""co2"": 246.74844442625698, ""nox"": 20.66783038368169}",0.0015405997595641053,0.037560689024243046,"{""engine_temp"": 181.90970440255597, ""oil_pressure"": 40.30959209973817, ""battery"": 12.533699176227646}",0.8035692874548039,528.0,303.0,148
VEH0149,YuTong,79,Cab,maintenance,19,42319.83125716689,2015,13.595928894026496,0.5081885642979144,2024-11-16,32,12903.667996360278,0.23091472886018038,51.03515531686704,"{""co2"": 243.48648526673261, ""nox"": 34.80234119071212}",0.0010666800671731312,0.025494536339251198,"{""engine_temp"": 205.42547773504464, ""oil_pressure"": 66.11203963105454, ""battery"": 12.656172378454313}",1.4425090350533951,247.0,,149
VEH0150,YuTong,77,Coach,maintenance,278,40430.52843003607,2011,15.87228025563967,0.7300000755642619,2024-10-15,50,9799.105075558975,0.056132462375402134,52.60716742297491,"{""co2"": 276.59419387130316, ""nox"": 46.39864847402917}",0.002793130640002679,0.021463970680922085,"{""engine_temp"": 181.18385962738958, ""oil_pressure"": 65.41583648611501, ""battery"": 13.45969720203931}",1.1691297128970084,76.0,483.0,150
VEH0151,Isuzu D-Max,52,Coaster,active,11,59179.257360442825,2019,10.367206403429527,0.783211596456368,2024-10-04,48,1514.8166031952185,0.20998445397865478,49.335200917217406,"{""co2"": 251.8604535192009, ""nox"": 46.68564402147002}",0.006317433207393459,0.008840013016385522,"{""engine_temp"": 191.10990175268483, ""oil_pressure"": 41.077591825758965, ""battery"": 12.097425756856723}",0.9389199174987942,375.0,142.0,151
VEH0152,Toyota Land Cruiser,63,Coach,maintenance,295,25147.480274841284,2022,12.128741370217885,0.812048218457237,2024-10-27,162,14390.053566581642,0.06375909308664275,53.88847005946667,"{""co2"": 154.5732559315144, ""nox"": 31.498824310707295}",0.003198414022053911,0.0014261213294189789,"{""engine_temp"": 203.92665783017964, ""oil_pressure"": 63.53116755515037, ""battery"": 13.503745773611005}",1.1869080554506939,481.0,,152
VEH0153,YuTong,54,Coach,inactive,219,28371.97438216811,2018,13.337148935682057,0.7881505123781859,2025-03-26,46,1671.890343592907,0.10110619407276882,31.591864390751653,"{""co2"": 145.7863627224342, ""nox"": 23.4963198095136}",0.00456027266757841,0.04064233370717357,"{""engine_temp"": 206.72832085541535, ""oil_pressure"": 30.77708099603553, ""battery"": 12.464892926982916}",0.5848520051588789,789.0,140.0,153
VEH0154,Toyota Land Cruiser,90,Cab,maintenance,203,68288.63045610776,2013,11.74911219466229,0.6285725544286724,2024-10-05,126,17732.94237273625,0.2666559381940238,55.9588800732642,"{""co2"": 165.86849168424035, ""nox"": 27.903705860985347}",0.0073083392119096474,0.031900134131553834,"{""engine_temp"": 207.42033465869335, ""oil_pressure"": 37.75402588760622, ""battery"": 12.377999434663195}",1.966891964772877,839.0,78.0,154
VEH0155,YuTong,29,Cab,maintenance,206,27706.263999718485,2019,8.539326499144261,0.9881826218862364,2024-10-01,114,15715.35496937288,0.08778752902344385,48.25377973169435,"{""co2"": 166.1905283512404, ""nox"": 35.09024953461713}",0.006136240800985538,0.03684431863208728,"{""engine_temp"": 210.09736574945353, ""oil_pressure"": 67.68153215068267, ""battery"": 13.310074721424913}",1.4160593772699435,,188.0,155
VEH0156,Nissan Patrol,89,Cab,active,35,91793.61577127471,2023,18.035123601037448,0.8265931266798463,2025-01-27,70,6895.725845449458,0.1924268957903001,39.33897847093546,"{""co2"": 240.36043686932027, ""nox"": 13.910911222622492}",0.008314789168313515,0.019543145128504403,"{""engine_temp"": 208.1659058080496, ""oil_pressure"": 47.6226564244819, ""battery"": 13.549956910933805}",1.3542410294249716,489.0,,156
VEH0157,YuTong,42,Coaster,active,45,81914.41471485552,2021,16.244910806043592,0.6909751066732839,2024-12-31,43,15241.733300500495,0.16070794710407943,39.54638541711549,"{""co2"": 116.40350626893735, ""nox"": 32.11038542468086}",0.004477665632905895,0.03615352094519831,"{""engine_temp"": 192.7855768149069, ""oil_pressure"": 46.08521550044067, ""battery"": 12.366197419152664}",1.642315416954137,,,157
VEH0158,Isuzu D-Max,52,Cab,active,115,66808.31878016875,2019,6.647619007141358,0.5020283146527718,2025-01-19,37,16286.521778943485,0.18612618839325862,46.44513257433057,"{""co2"": 171.04573406371463, ""nox"": 29.07407917118991}",0.009574453040367036,0.006052713140514232,"{""engine_temp"": 204.6770751937738, ""oil_pressure"": 43.33584146190617, ""battery"": 13.717643581405984}",0.7585770174061484,544.0,408.0,158
VEH0159,YuTong,63,Coaster,maintenance,146,66791.3518371392,2011,10.891405535431495,0.55227815243506,2024-10-17,40,7113.949957894745,0.052498024959527725,35.42322080068751,"{""co2"": 199.46347417481047, ""nox"": 19.120970880491527}",0.009105303292280612,0.028431130243976206,"{""engine_temp"": 199.97879539003094, ""oil_pressure"": 56.18483709035779, ""battery"": 13.576776397266682}",1.133982303897322,861.0,228.0,159
VEH0160,Toyota Hilux,84,Cab,maintenance,159,86048.76551007785,2020,10.689287310106138,0.9723752268817868,2025-03-27,122,11922.883240690751,0.10633281624554382,58.555522728325954,"{""co2"": 100.28710012341114, ""nox"": 30.536838005469566}",0.00402768480103257,0.02695724555905745,"{""engine_temp"": 210.82078362271415, ""oil_pressure"": 57.15680149395848, ""battery"": 12.154419991747352}",0.5949475870172599,,212.0,160
VEH0161,Isuzu D-Max,46,Cab,maintenance,193,83255.3062130899,2023,6.695712806635925,0.8745373484573864,2025-03-17,98,16107.795452313338,0.172462231189834,43.099536925084195,"{""co2"": 107.5932798323876, ""nox"": 12.256056507626472}",0.008206876110717907,0.01814497521416023,"{""engine_temp"": 213.88319439909105, ""oil_pressure"": 42.8105438872583, ""battery"": 12.555891197225968}",1.4751506511459045,,,161
VEH0162,Toyota Hilux,81,Coach,active,13,86971.85609163913,2017,19.10867327526085,0.890721717157672,2024-12-27,134,15016.15482209012,0.11703731239658528,41.88758429017669,"{""co2"": 100.5731857204297, ""nox"": 41.79016554137337}",0.005777317483567857,0.01024679810789304,"{""engine_temp"": 184.9855394819191, ""oil_pressure"": 37.69892722817837, ""battery"": 13.606690261402973}",1.4981997687553255,490.0,483.0,162
VEH0163,Toyota Hilux,53,Coaster,inactive,290,61855.20158098168,2020,8.343250500434108,0.6585862248408618,2024-12-20,61,11591.00833032715,0.2554726078763203,57.753134687919925,"{""co2"": 287.2620456531224, ""nox"": 46.34390850288972}",0.00895283536559071,0.04957823011901559,"{""engine_temp"": 197.51814428144655, ""oil_pressure"": 43.38833863925513, ""battery"": 12.250586917487908}",1.6951656534541493,979.0,121.0,163
VEH0164,Toyota Land Cruiser,29,Cab,maintenance,266,75954.91622424667,2010,5.185680791658582,0.542272625031967,2024-11-22,59,9742.856916854555,0.24325245323553557,31.65210679544334,"{""co2"": 160.25339274997424, ""nox"": 47.75098219815048}",0.001985915998492497,0.012304903871617801,"{""engine_temp"": 204.6436287254249, ""oil_pressure"": 32.24215918536106, ""battery"": 12.582863062346208}",1.3140749690607199,659.0,,164
VEH0165,YuTong,29,Coaster,inactive,83,70341.49358893505,2013,8.369210239073649,0.9963764412996738,2024-12-14,133,10390.326451049183,0.19802258593873817,48.90005817063225,"{""co2"": 193.01534648268733, ""nox"": 17.212695593269302}",0.0020114484608983085,0.040183136432563424,"{""engine_temp"": 189.00667598706013, ""oil_pressure"": 35.56569187532877, ""battery"": 12.34741084264485}",1.0455594113773905,33.0,,165
VEH0166,Nissan Patrol,55,Coach,maintenance,252,57388.071021507145,2018,18.55068911156256,0.6894809774606521,2025-02-16,164,13591.19464547539,0.2712588335172898,59.62883989148769,"{""co2"": 207.7586628002291, ""nox"": 18.90482532058634}",0.006830765647100211,0.03688384221309237,"{""engine_temp"": 201.34664777114534, ""oil_pressure"": 45.67233630916656, ""battery"": 13.311723010456236}",0.7883245419639643,681.0,222.0,166
VEH0167,Toyota Land Cruiser,91,Cab,inactive,54,32076.832294879434,2022,17.47404998405461,0.8567473883110346,2025-01-05,132,8272.855963813321,0.15861223196650276,49.270041550016515,"{""co2"": 261.54580856099216, ""nox"": 38.56820365252979}",0.0014124413637153278,0.0018591210565901488,"{""engine_temp"": 218.06295177193027, ""oil_pressure"": 53.57728186348976, ""battery"": 12.104599381930704}",1.5074372331177917,,,167
VEH0168,Isuzu D-Max,44,Coaster,active,234,75180.18534586397,2018,15.28899104247471,0.8869180985418188,2025-02-19,165,14830.18119146491,0.1408180287724065,55.479697709973685,"{""co2"": 217.42957403090816, ""nox"": 40.44490143854205}",0.005872763876378461,0.017130787614513893,"{""engine_temp"": 184.95696243653416, ""oil_pressure"": 62.374904783853246, ""battery"": 12.796192088692527}",0.8475674759682142,223.0,60.0,168
VEH0169,YuTong,46,Coach,maintenance,163,56524.75326059983,2014,18.972362603843152,0.8466538636512873,2024-12-03,101,7818.479847122382,0.09904214290734013,42.62338354200714,"{""co2"": 109.22649424775832, ""nox"": 17.74566887941189}",0.007301693691353691,0.014425476868648819,"{""engine_temp"": 195.75086201892094, ""oil_pressure"": 37.25500386143564, ""battery"": 13.176323626729985}",0.7938761622659347,949.0,,169
VEH0170,Isuzu D-Max,46,Coaster,maintenance,198,72775.73796770895,2013,5.257378742993413,0.5803089853280498,2024-12-02,176,3995.189272061001,0.1919112153082274,41.084238263295305,"{""co2"": 160.13908295634545, ""nox"": 31.946437928485633}",0.007190854636730635,0.017485367174190098,"{""engine_temp"": 186.48274941040668, ""oil_pressure"": 49.875353178249185, ""battery"": 12.256838217748765}",1.9844751976971655,689.0,431.0,170
VEH0171,YuTong,73,Cab,active,248,74379.86289450494,2020,14.409562326273825,0.9703447692398086,2025-02-05,129,6553.174944334824,0.14140681813346756,47.59205233833957,"{""co2"": 162.5316143173155, ""nox"": 41.12045104326292}",0.00845194400328642,0.03975660448074258,"{""engine_temp"": 197.99869413856567, ""oil_pressure"": 46.885859386984, ""battery"": 12.169558937687277}",1.4630685035632711,222.0,428.0,171
VEH0172,Toyota Land Cruiser,90,Coaster,maintenance,52,72509.10806527604,2010,12.62406668229492,0.8986597083672176,2025-01-12,118,7423.057476487472,0.12902445563320775,48.7614359573826,"{""co2"": 173.0087845259415, ""nox"": 33.847065822715265}",0.009916872425919425,0.03297708131459264,"{""engine_temp"": 216.24209957535385, ""oil_pressure"": 60.82953360794171, ""battery"": 12.17435304354365}",0.6072907292213265,315.0,,172
VEH0173,Toyota Land Cruiser,57,Coach,active,259,13707.473741017386,2023,10.368779541703354,0.6270093312987974,2024-11-10,106,3098.3469649764943,0.26319182762324034,41.43613728755096,"{""co2"": 246.43283085734674, ""nox"": 38.76419886213786}",0.001287340124116667,0.003573209199342108,"{""engine_temp"": 203.14248304082238, ""oil_pressure"": 40.57094932638627, ""battery"": 13.99236131510833}",1.1365973108165834,718.0,57.0,173
VEH0174,Toyota Hilux,46,Coach,inactive,21,86967.67919592981,2011,9.021396122754176,0.583376069857194,2024-11-14,83,10606.99594606563,0.24151176370077887,33.81177801692435,"{""co2"": 199.96158759972224, ""nox"": 16.448150122830572}",0.0014501379967062425,0.043582457716167915,"{""engine_temp"": 216.6541137507152, ""oil_pressure"": 42.70687614571169, ""battery"": 12.527170361534646}",0.8875536326526685,,35.0,174
VEH0175,Isuzu D-Max,56,Cab,inactive,216,78885.04266669645,2013,7.742784688843605,0.7505355558885355,2025-01-11,77,16308.55088201759,0.2667643226645789,45.11594933142429,"{""co2"": 231.16434484389345, ""nox"": 27.34814470229162}",0.0058600800433526645,0.016040313726367827,"{""engine_temp"": 210.52337143080166, ""oil_pressure"": 56.90104300862066, ""battery"": 13.446585973830194}",0.9247253330501779,65.0,272.0,175
VEH0176,YuTong,96,Coach,inactive,161,69744.00942885368,2010,12.039917493837235,0.9370414076259113,2024-11-28,90,12716.220010358686,0.050498444111345006,36.99369955945541,"{""co2"": 138.12206394375897, ""nox"": 22.667917526622}",0.001728286370728177,0.016789914120438048,"{""engine_temp"": 204.7443070469164, ""oil_pressure"": 39.33832583769095, ""battery"": 12.544514977803685}",1.5999762099369752,12.0,415.0,176
VEH0177,Toyota Land Cruiser,57,Coaster,maintenance,155,92238.4812167563,2011,9.01289832034762,0.5487094908855992,2025-01-27,52,18879.597855480195,0.12003579381818093,41.587472706373916,"{""co2"": 225.1398230678676, ""nox"": 42.9856722640272}",0.009723953326583823,0.010654242717775906,"{""engine_temp"": 184.83150426324244, ""oil_pressure"": 32.859015721115306, ""battery"": 13.43890368669151}",1.3865255185224052,695.0,268.0,177
VEH0178,Nissan Patrol,42,Coaster,maintenance,289,93150.28724975398,2013,16.106542859087945,0.7695924587714418,2024-12-24,155,14135.194022327934,0.21199675802058354,42.09498462768461,"{""co2"": 165.727084591071, ""nox"": 45.38260920038664}",0.008872584217472154,0.049903879196515996,"{""engine_temp"": 219.53751605321884, ""oil_pressure"": 36.797275581719006, ""battery"": 13.786092689203262}",0.7971195955615811,853.0,305.0,178
VEH0179,YuTong,80,Cab,active,271,22555.21846950514,2016,7.197756735077657,0.9334046437086355,2025-03-12,143,15997.26497966325,0.20154265342551908,46.77078710680556,"{""co2"": 213.88602985664153, ""nox"": 11.727656630623713}",0.002714201194377391,0.004409892564648932,"{""engine_temp"": 210.20518533606554, ""oil_pressure"": 61.39533973085008, ""battery"": 12.647211500316319}",0.8957873126270688,137.0,405.0,179
VEH0180,Nissan Patrol,30,Coach,maintenance,257,65743.3259546844,2019,9.348636001947948,0.8305549430475254,2024-12-12,126,12139.001719689422,0.17544817835121995,43.8540932208699,"{""co2"": 187.42974812094693, ""nox"": 20.89968367564499}",0.002017879083498743,0.02238500494131652,"{""engine_temp"": 218.77297392620972, ""oil_pressure"": 62.21785720753424, ""battery"": 12.036452367525742}",0.5509439157385094,585.0,,180
VEH0181,Toyota Hilux,91,Coach,maintenance,110,27400.580626097864,2013,7.631429761904576,0.6906795915541932,2025-03-13,132,17477.936707502264,0.0858282431672666,38.84655911806539,"{""co2"": 264.62018601381726, ""nox"": 44.99910770115211}",0.007440941088699754,0.0019739151332665555,"{""engine_temp"": 199.84095643291818, ""oil_pressure"": 42.806267034823904, ""battery"": 12.770358395242052}",1.945293826218271,1000.0,251.0,181
VEH0182,Toyota Land Cruiser,53,Coaster,active,268,52249.37277959771,2013,6.70715975346919,0.5181270461341868,2025-02-03,125,7631.939206892149,0.09927917566420875,30.336210648920254,"{""co2"": 167.39333829757518, ""nox"": 27.248459064182367}",0.009650788236537429,0.011235538536238706,"{""engine_temp"": 188.02122069740747, ""oil_pressure"": 69.107991052399, ""battery"": 13.5752201262289}",0.5744245514678096,910.0,374.0,182
VEH0183,Isuzu D-Max,92,Coach,maintenance,183,62713.34246151782,2014,6.474247070549634,0.8210165372908611,2025-02-20,123,3368.3749330524097,0.23986114379227103,50.64058772100267,"{""co2"": 218.18147840771604, ""nox"": 11.64624796938281}",0.0035390108137130253,0.033458029206660335,"{""engine_temp"": 194.212372551958, ""oil_pressure"": 69.71149669991689, ""battery"": 13.881291961549358}",1.46172565148759,,24.0,183
VEH0184,Toyota Hilux,53,Coaster,maintenance,279,87296.93079066301,2021,7.485289000855553,0.9813605711410041,2024-11-06,130,5611.639279492289,0.20270161628067462,54.024792592861154,"{""co2"": 194.50027857634467, ""nox"": 17.88316799631504}",0.0019974921063533246,0.043902454890745624,"{""engine_temp"": 219.11485356502595, ""oil_pressure"": 64.94630635805262, ""battery"": 13.330729891139844}",1.9618657808857434,,399.0,184
VEH0185,Toyota Land Cruiser,64,Coaster,inactive,260,71101.73939396764,2021,18.323341567673808,0.7197107045029367,2024-09-29,74,15278.771067153399,0.23500014240264427,35.807375233247505,"{""co2"": 105.43533532328613, ""nox"": 39.048877805602444}",0.009439572378226381,0.043517476034149426,"{""engine_temp"": 202.99435572435414, ""oil_pressure"": 54.54552108357731, ""battery"": 13.431299377758293}",1.2457048193529647,508.0,,185
VEH0186,Nissan Patrol,93,Cab,inactive,236,85023.45706007884,2021,15.937122931050396,0.8367979491420172,2025-03-08,126,4993.380192984521,0.1486431300531787,54.940963926269156,"{""co2"": 130.889011902484, ""nox"": 44.80541934750394}",0.0010319666391494708,0.022138091913060643,"{""engine_temp"": 207.50063203926678, ""oil_pressure"": 31.705786344452783, ""battery"": 13.879406408203076}",1.404581141642495,172.0,375.0,186
VEH0187,Toyota Hilux,73,Cab,maintenance,54,2710.556643508713,2018,9.687121939972599,0.5061863488561473,2024-11-27,74,14909.215518920775,0.2877817228563946,48.795508356290156,"{""co2"": 281.56618125099874, ""nox"": 26.771570509200725}",0.00800537405756064,0.007431111083847288,"{""engine_temp"": 185.33040643185416, ""oil_pressure"": 43.4879501985942, ""battery"": 12.09562425466777}",1.8157215973890022,,253.0,187
VEH0188,Nissan Patrol,58,Coach,active,177,93564.86060233254,2023,10.615136386244401,0.5362354202239825,2025-01-24,78,15800.632887081803,0.15278834365776067,36.41739477302583,"{""co2"": 254.27262312853017, ""nox"": 42.27330730329412}",0.007162009692986799,0.028621795988238684,"{""engine_temp"": 188.11127705554304, ""oil_pressure"": 52.781738388270085, ""battery"": 13.721496687267472}",1.0836423724308395,,,188
VEH0189,Isuzu D-Max,98,Coach,inactive,36,58745.42451354848,2020,9.270924419703798,0.5232242760348076,2025-02-26,105,14973.81426533284,0.05251574430286225,41.652396050734126,"{""co2"": 134.12607952832192, ""nox"": 35.861661271564905}",0.009032006273716489,0.016984047263918858,"{""engine_temp"": 200.2947519484243, ""oil_pressure"": 49.56909595622446, ""battery"": 13.041018648454969}",1.9544255232024608,436.0,,189
VEH0190,Nissan Patrol,62,Coaster,inactive,151,76590.5156233777,2023,11.703440025600298,0.60299259618802,2025-02-22,177,9575.036428885916,0.2518205575965442,42.44131129989751,"{""co2"": 228.98532119401423, ""nox"": 15.69706574697002}",0.009742471398299594,0.03502842950910758,"{""engine_temp"": 204.47829023740994, ""oil_pressure"": 42.36605823557606, ""battery"": 13.891918017085878}",1.2064831406733965,791.0,,190
VEH0191,Isuzu D-Max,57,Coaster,maintenance,100,71158.13627319259,2017,10.937730055457646,0.8008657192815664,2025-01-04,179,8135.409813509153,0.21088048332223314,32.797224943670024,"{""co2"": 199.02670551903825, ""nox"": 21.2256069141697}",0.0025280207051761663,0.01460194680334052,"{""engine_temp"": 181.9387628341862, ""oil_pressure"": 43.76637669032061, ""battery"": 13.696170427815865}",0.9263495943181126,713.0,184.0,191
VEH0192,YuTong,93,Coaster,active,192,80693.10856994988,2019,14.109305506629777,0.70836357964115,2025-02-10,142,12532.996335669191,0.11431389163484194,47.9364461214179,"{""co2"": 104.88657085521422, ""nox"": 32.30477332111765}",0.005816877222577112,0.005467864301985463,"{""engine_temp"": 215.28490599275185, ""oil_pressure"": 32.25269689475583, ""battery"": 12.373781769690204}",1.6932975193012656,,356.0,192
VEH0193,Nissan Patrol,60,Cab,active,266,41602.68223839276,2015,5.386022690899445,0.526083463113608,2025-03-10,94,8178.592046013467,0.09566005140322963,45.279701331196755,"{""co2"": 160.9425534503464, ""nox"": 16.02543440282469}",0.004310371226034006,0.03494171707520218,"{""engine_temp"": 190.6621190794784, ""oil_pressure"": 61.654672344590956, ""battery"": 13.941725122997964}",1.0071248318379835,,336.0,193
VEH0194,Toyota Land Cruiser,65,Coaster,maintenance,177,28054.864843710846,2021,9.862323732052264,0.5878335521408855,2024-12-16,125,7222.810204872213,0.2769961495591569,54.1488260047155,"{""co2"": 285.65134810473506, ""nox"": 39.996690589260055}",0.009847130890379373,0.028309147158589686,"{""engine_temp"": 202.9871696063526, ""oil_pressure"": 67.55631200327025, ""battery"": 13.867145148120805}",1.8943304391469575,,,194
VEH0195,YuTong,45,Cab,active,225,68360.53870473996,2014,17.98682560921474,0.941820876543261,2024-11-08,48,8835.765273536677,0.22374285874257493,31.101568224493235,"{""co2"": 225.72589535037903, ""nox"": 23.660520070875066}",0.008501788662135006,0.03622589265716713,"{""engine_temp"": 195.48273937246717, ""oil_pressure"": 67.0278653892367, ""battery"": 13.771652022146819}",1.9480199285547364,550.0,217.0,195
VEH0196,YuTong,94,Coach,inactive,177,2470.883448988777,2023,19.78225829574434,0.8397863093146201,2024-10-14,75,10034.806590755368,0.2803466319277223,44.298876656209124,"{""co2"": 206.49448872320949, ""nox"": 37.98871529644269}",0.004386493156568349,0.015837068835942682,"{""engine_temp"": 213.90592586620792, ""oil_pressure"": 69.32319909110481, ""battery"": 12.019727536371153}",1.5385942773996377,234.0,450.0,196
VEH0197,Toyota Land Cruiser,78,Cab,inactive,126,50484.74077699376,2014,10.18015044215309,0.666179469069921,2024-10-23,148,17360.680161675693,0.0884997360248219,38.47976620277059,"{""co2"": 112.94506710382734, ""nox"": 17.730810667068056}",0.0025964634105076594,0.006495159505285347,"{""engine_temp"": 186.11709419746057, ""oil_pressure"": 68.56707141655181, ""battery"": 13.954007327327687}",1.7238907619571266,,306.0,197
VEH0198,Toyota Land Cruiser,91,Cab,active,122,35780.889420565865,2022,5.087899689765007,0.6685149118315388,2025-03-27,65,15578.69417300857,0.06202398055022727,42.94428171189573,"{""co2"": 146.50765924926856, ""nox"": 42.28005701371417}",0.005921701983593915,0.049229023690351925,"{""engine_temp"": 191.83894569889395, ""oil_pressure"": 38.0070960805259, ""battery"": 12.514941888491126}",0.7467053941315973,884.0,24.0,198
VEH0199,Toyota Land Cruiser,90,Coach,maintenance,193,12896.939020608545,2014,5.480109217249418,0.9709161588022309,2025-01-20,44,17684.96320258011,0.18871806094391186,56.91792427193213,"{""co2"": 262.5475245586726, ""nox"": 45.862911398004876}",0.0018523013492701159,0.014737475834823984,"{""engine_temp"": 203.54845372113786, ""oil_pressure"": 33.721153104523715, ""battery"": 13.192724346868198}",1.7525589643904358,,123.0,199
VEH0200,Toyota Hilux,54,Coaster,inactive,252,83834.95420328224,2023,13.264887679930881,0.5255721459772489,2025-01-26,113,19575.270311650387,0.2522304214877551,57.298799928176734,"{""co2"": 200.70710943814572, ""nox"": 28.041147140850082}",0.007824733777222898,0.020357928531992267,"{""engine_temp"": 194.58924501776565, ""oil_pressure"": 61.277386475487006, ""battery"": 12.806405666975275}",0.6672999376771607,984.0,330.0,200
VEH0201,Toyota Hilux,67,Coach,active,182,16927.072007560142,2010,5.507157513934012,0.9760449369615144,2025-02-10,152,7548.660743595579,0.09681938812289682,41.25338062847393,"{""co2"": 151.46776357752748, ""nox"": 27.538938383129647}",0.006867775755355935,0.022633851619843052,"{""engine_temp"": 188.75699259822753, ""oil_pressure"": 64.42935560037063, ""battery"": 12.689138263974312}",1.4494501359651377,,285.0,201
VEH0202,Toyota Hilux,88,Cab,maintenance,158,38266.16892693837,2021,14.775997233629065,0.7710031590138491,2025-02-16,162,9521.090813345563,0.23559344568886753,56.44183191749657,"{""co2"": 104.58925796816973, ""nox"": 46.22558161680007}",0.004153270479928563,0.026830105947018283,"{""engine_temp"": 180.33903371235488, ""oil_pressure"": 67.51779603240593, ""battery"": 12.650063248698745}",0.7851284595562387,485.0,145.0,202
VEH0203,Nissan Patrol,29,Coaster,maintenance,49,61453.72573546884,2016,19.049929328296237,0.7779974710569879,2025-03-01,72,10401.179513156016,0.08433384730683578,39.12190910832145,"{""co2"": 185.83997734883428, ""nox"": 15.066516475767262}",0.006716405096535936,0.040437478945158575,"{""engine_temp"": 213.05600506824678, ""oil_pressure"": 48.1666767219678, ""battery"": 13.944883138588818}",0.7815443126890222,801.0,,203
VEH0204,Nissan Patrol,74,Cab,maintenance,100,57716.28869840112,2023,9.870119078926397,0.7625691543593518,2025-01-31,74,16885.1214243254,0.05071673795395244,43.23643068954525,"{""co2"": 208.5958454694961, ""nox"": 21.52927647042433}",0.001726273476742014,0.040765247872038016,"{""engine_temp"": 204.56405287798816, ""oil_pressure"": 31.069997261772965, ""battery"": 13.546336059365867}",0.7184868259593312,633.0,125.0,204
VEH0205,Nissan Patrol,69,Coaster,inactive,189,24095.502837066568,2014,17.13906689757487,0.592052903369396,2024-11-24,65,8174.900825214301,0.06583393094261904,52.44877548078021,"{""co2"": 287.36217336807533, ""nox"": 30.804110919783323}",0.007098088176442379,0.029304096883162035,"{""engine_temp"": 201.94308134958348, ""oil_pressure"": 66.89254604299074, ""battery"": 12.239699006924806}",0.609129494353813,808.0,463.0,205
VEH0206,Isuzu D-Max,98,Cab,inactive,254,34234.57056382349,2016,10.687329116486017,0.6130211800764709,2024-12-31,154,13314.394196523266,0.19660946335789392,48.80134389853618,"{""co2"": 247.30420017340367, ""nox"": 13.85456329000624}",0.006605117438566372,0.02985511255930579,"{""engine_temp"": 201.08290193012863, ""oil_pressure"": 41.44209691826811, ""battery"": 13.316238484124767}",1.427491598927783,874.0,,206
VEH0207,YuTong,61,Coaster,active,180,92040.17056793207,2015,14.203033138896785,0.9615362274009658,2024-10-27,169,3402.8336490848005,0.2647704844844829,51.27162632579073,"{""co2"": 267.58670330477344, ""nox"": 10.63218967818544}",0.004047029486001191,0.03757966863076793,"{""engine_temp"": 182.59240726715743, ""oil_pressure"": 40.44354014966642, ""battery"": 12.74485236796551}",1.1403025224525234,173.0,349.0,207
VEH0208,Toyota Hilux,100,Cab,maintenance,66,95801.47707580653,2012,7.217671751102346,0.8651923736828527,2024-12-28,158,2455.384993068341,0.24081774831681318,45.263557444538016,"{""co2"": 234.36353928208734, ""nox"": 33.20286955010834}",0.0034377127100647478,0.008813837372643029,"{""engine_temp"": 206.52513440044987, ""oil_pressure"": 56.03238330373912, ""battery"": 12.735109238459067}",1.0544070000262016,,,208
VEH0209,Nissan Patrol,82,Cab,maintenance,83,64101.45785898427,2010,16.567797904251126,0.6519291808079992,2024-10-12,95,17191.732213888088,0.15586179090577618,34.360670861577916,"{""co2"": 141.99152602239013, ""nox"": 20.314285921569635}",0.0030484000102921857,0.019653010682705842,"{""engine_temp"": 209.9375622436973, ""oil_pressure"": 58.77442078824748, ""battery"": 13.921248138607915}",1.6579091615052008,381.0,97.0,209
